tracks,idTracks,artist,idArtist,nameAlbumTr,idAlbumTr,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
La Meglio Gioventù,1KRTSDtOVwd4oTZ1gfzluB,Margherita Vicario,2UUqj8yIpJGSjEJgkL4IIY,La Meglio Gioventù,27YISdUuV8GRGMRuAvMdVz,0.768,0.705,4,-5.218,0,0.14,0.0115,3.32e-05,0.332,0.664,104.981,190286
BUBBLE (feat. thasup & Salmo),3fIB4IEcvjlzItwnFUvIBk,"['Takagi & Ketra', 'thasup', 'Salmo']","['76UCIJTB0jcJvBaL0CdIqx', '19i93sA0D7yS9dYoVNBqAA', '3hBQ4zniNdQf1cqqo6hzuW']",BUBBLE (feat. thasup & Salmo),2yuspE1GL8YQLrOboKtwWp,0.803,0.709,9,-6.54,0,0.0432,0.0769,0.0,0.286,0.706,121.947,164328
Ciao Ciao,0jLeyuu6mtsD384054xLah,La rappresentante di lista,0YmQyGKpZgGSDxsC8iEGQU,Ciao Ciao,0pK7UNY1nXMQeeJKiAZMMj,0.747,0.819,4,-4.602,0,0.134,0.125,2.61e-06,0.331,0.637,117.994,184311
La storia infinita,2r1SRt8bhtR6a9bMRR0AgV,Pinguini Tattici Nucleari,6RdcIWVKYYzNzjQRd3oyHS,AHIA!,0b2peKNz7zmn4xIxfPBUPa,0.701,0.744,4,-3.421,1,0.0411,0.169,0.0,0.115,0.651,89.986,207802
Onde,6bYWgUmK5MYEhTqNovU6tQ,Margherita Vicario,2UUqj8yIpJGSjEJgkL4IIY,Onde,05QaX06ET8D9JNktx9zXrd,0.782,0.728,8,-5.766,0,0.0472,0.0114,0.0,0.259,0.854,114.004,183008
"Quevedo: Bzrp Music Sessions, Vol. 52",2tTmW7RDtMQtBk7m2rYeSw,"['Bizarrap', 'Quevedo']","['716NhGYqD1jl2wI1Qkgq36', '52iwsT98xCoGgiGntTiR7K']","Quevedo: Bzrp Music Sessions, Vol. 52",4PNqWiJAfjj32hVvlchV5u,0.621,0.782,2,-5.548,1,0.044,0.0125,0.033,0.23,0.55,128.033,198938
San Giovanni,3Ai6pk40sx55M9cx0DQ5vR,Fulminacci,1QeqGmpgU5Yg74GNcjIIq3,San Giovanni,5gCugzbz7VANpYLW7PFJrG,0.74,0.405,7,-8.477,1,0.0686,0.73,0.0,0.12,0.599,83.058,174954
Umano,0y9EISDgybK8rz6tn0j2db,Eugenio In Via Di Gioia,1UtaXKnNyKhj0efXu2rD5t,Umano,1HktipL1UWcNGbn4F6KccT,0.615,0.817,1,-5.76,0,0.0637,0.289,0.0,0.336,0.647,78.974,195045
Alcool & Acqua (feat. PSICOLOGI),4UpCWcaJdu26OxLwxd3baF,"['Bresh', 'SHUNE', 'PSICOLOGI']","['7FeObngbQ0GY3SojNwKdKn', '5YV5crRpcdknHgEzystZHr', '0fskdccy6fvnWMNMNPqEro']",ORO BLU,1lqbweQ3w6orHhehLOlZim,0.703,0.706,8,-7.32,1,0.161,0.198,0.0,0.121,0.705,120.027,171438
Something Just Like This,6RUKPb4LETWmmr3iAEQktW,"['The Chainsmokers', 'Coldplay']","['69GGBxA162lTqCwzJG5jLp', '4gzpq5DPGxSnKTe4SA8HAU']",Memories...Do Not Open,4JPguzRps3kuWDD5GS6oXr,0.617,0.635,11,-6.769,0,0.0317,0.0498,1.44e-05,0.164,0.446,103.019,247160
Meglio di così,53lZFYDTq1WuPva8hD8LwL,Fulminacci,1QeqGmpgU5Yg74GNcjIIq3,Tante care cose,4kDPKnqhLo9WVqSEjgrv0u,0.696,0.661,4,-5.485,1,0.043,0.28,0.0,0.0739,0.791,83.01,202453
Cin Cin,1jJMhPp0Rm6lAi077PXeEQ,"['Alfa', 'Yanomi']","['7GacyaFUp0qkEJglERX9N7', '6YgYCNwq3DkSXEd6kGxoZW']",Before Wanderlust,4m56Ae5dOv24XbtQLYtXKp,0.701,0.634,1,-4.16,1,0.0344,0.261,0.0,0.131,0.371,121.047,180094
Heat Waves,02MWAaffLxlfxAUY7c5dvx,Glass Animals,4yvcSjfu4PC0CYQyLy4wSq,Dreamland (+ Bonus Levels),0KTj6k94XZh0c6IEMfxeWV,0.761,0.525,11,-6.9,1,0.0944,0.44,6.7e-06,0.0921,0.531,80.87,238805
I love you baby,1v9ABGLSpdhPDEWyQ10NFD,"['Jovanotti', 'Sixpm']","['7tmMPdOmFvdRvbj2aWoiRi', '1DqxHZcNsyQouEIgARx6Zx']",Mediterraneo,2PPHtMDuk5L0lMdxuXkn5w,0.661,0.775,6,-5.656,0,0.0378,0.123,0.0,0.237,0.81,139.975,212985
Chitarre blu,6hnxbXF812r5wHMZwzTGYO,Fulminacci,1QeqGmpgU5Yg74GNcjIIq3,Tante care cose e altri successi,7iECb2vZNSIWoHKxYZxHxG,0.676,0.417,9,-8.383,1,0.252,0.752,4.03e-06,0.365,0.486,79.957,175947
Heroes Fall,7cVaXZ82C3gzHt7WmomDyC,"['Hidden Citizens', 'ESSA']","['707cnVfI3ISM4j5uzfTc7J', '7pYmOZBwoka8sQcO4cABjb']",Black Clouds,2UZ4x4kKTpqJZFQBrD0TJE,0.469,0.411,2,-7.919,1,0.0318,0.527,0.000198,0.07,0.0427,114.02,244000
Dark Matter,6NNECt6PMWP4zfIJhPUnU3,Les Friction,6w3KIJjRhRR0yuABLt68Rz,Dark Matter,17Xehht6u24Nhnx8fGOIDy,0.521,0.419,11,-11.448,0,0.0489,0.316,0.144,0.112,0.07,120.028,288833
Evergreen,5ac6fzdjXA8kPXkLSKARtz,"['Two Steps from Hell', 'Thomas Bergersen']","['2qvP9yerCZCS0U1gZU8wYp', '6BF0bXbsdujMSMeFZBGcBq']",Vanquish,4LTuRCaAMbtmkuiG808J48,0.417,0.822,5,-7.981,1,0.145,0.225,0.889,0.0593,0.243,149.968,182124
Preliator,6qEikx8igvtqWCYELJwugM,Globus,2SrDoQLTZqsVi8Vg1UdHao,Epicon (UK Version),0w2LuWGjibzy5hkKL3C2eu,0.341,0.825,1,-9.326,1,0.0574,0.0456,0.00635,0.132,0.153,144.997,268107
Ruination,1UZv0IZygPWw8yhPbtlcDy,NINJA TRACKS,6528Ex7vvaNcKo87nHri44,Resist,1ilz7Yv916lbJUR41wNMIs,0.573,0.68,7,-9.326,1,0.0548,0.000462,0.831,0.337,0.152,89.882,206411
The One to Survive,4sVGVELetDHBCYnnp7v7gd,"['Hidden Citizens', 'Josh Bruce Williams']","['707cnVfI3ISM4j5uzfTc7J', '1mppgMREHkTaso4wtgZSRb']",Obsidian,0QbbUNlRAjKU5MHloKkSLp,0.473,0.792,1,-3.072,1,0.0334,0.00313,0.00284,0.157,0.159,85.002,206471
Untouchable,5UXwDPsLzfcO6ImlpElNDn,Xtortion Audio,4mtNoMN4jglEdAWfrD5N9z,RAGE,3SeUNu6Vswh4f8yMW6fmGA,0.539,0.921,11,-4.958,0,0.0606,0.000905,0.639,0.0815,0.442,100.013,194401
Firewall,5sz8z9sk61bGaamGtLjlUa,Les Friction,6w3KIJjRhRR0yuABLt68Rz,Dark Matter,17Xehht6u24Nhnx8fGOIDy,0.511,0.624,1,-8.649,0,0.0593,0.0566,0.0,0.112,0.408,129.986,250200
Passages,1aky7U8cGPqOXfXlyYB8UO,NINJA TRACKS,6528Ex7vvaNcKo87nHri44,One,1sfeHUUTlLRnNwZG9wRpIK,0.531,0.684,8,-7.528,1,0.038,0.000358,0.887,0.114,0.0866,120.055,213507
Hold Your Breath,1yejde8wHtM3xCVubqhxMe,Astyria,2BgtLzBS8FjGC3P3kLCI76,Alibis,5RgESAaSGm3hzo2UIl0evq,0.393,0.5,5,-10.944,0,0.04,0.276,0.76,0.112,0.0375,126.027,184762
Diem Ex Dei,0QZ9i7V8Iz9evpQZyQZesJ,Globus,2SrDoQLTZqsVi8Vg1UdHao,Epicon (UK Version),0w2LuWGjibzy5hkKL3C2eu,0.181,0.415,9,-13.803,0,0.0538,0.146,0.000375,0.0898,0.0894,139.217,363573
Moonlight Sonata - Epic Trailer Version,3jqcJNacs1yDhtMk0wckxv,Hidden Citizens,707cnVfI3ISM4j5uzfTc7J,Revivals,2rvirCzv2crkdk3ix71vGB,0.303,0.551,2,-8.745,0,0.042,0.347,0.608,0.112,0.159,149.94,194400
World on Fire,6xKKlNfGjemkcoTCTpfq0C,Les Friction,6w3KIJjRhRR0yuABLt68Rz,Les Friction (Instrumental Bonus Tracks Version),1AhqxcT1po0xImc7TsY7MW,0.343,0.727,2,-6.652,0,0.114,0.307,2.78e-06,0.103,0.198,118.139,231218
Danse Macabre,0SegUKuIrRj0JL4Ynd0tzf,Sound Adventures,0YdXfou4dLC8zsOn85D1GL,Nemesis,0EJMZHw1EdKqjVHA3Eph51,0.228,0.791,2,-7.272,0,0.0716,0.0116,0.84,0.1,0.129,127.284,164437
Final Hour,7HemgkzmKvZn3qAPPfDAqS,X-Ray Dog,4GwtNddbBGWKxaquZyFFJG,Night Hounds,3nACbCd5X3r9K8wviQDulo,0.369,0.784,8,-6.774,1,0.0626,0.00338,0.777,0.104,0.156,129.87,157973
The Machination,53MWTIFcZAFATFxp12sgEf,NINJA TRACKS,6528Ex7vvaNcKo87nHri44,Elemental,4rYCHsijvtueFepQ8MwuUx,0.296,0.619,8,-10.607,1,0.0515,0.0461,0.917,0.211,0.125,63.722,146645
Final Reckoning,0RTG9fbE9HY6kOZjzpaFAP,Q-Factory by Robert Etoll,0wBSkYE9QLovAkVbXP9n8N,Final Reckoning,7wuMrns6vGi0uvPi4DudWf,0.601,0.586,2,-8.197,1,0.0281,0.137,0.924,0.0931,0.141,92.999,101106
Land of Confusion - Epic Trailer Version,5KDzaKsSYaHZqfI46gD7aT,Hidden Citizens,707cnVfI3ISM4j5uzfTc7J,Reawakenings,1CUCeOtiH3pknijQK7zduV,0.449,0.556,5,-8.483,0,0.0384,0.207,2.17e-05,0.11,0.0988,94.994,205895
Victory,2F9xBxKbx2M0pbgtSu8fLf,"['Two Steps from Hell', 'Thomas Bergersen']","['2qvP9yerCZCS0U1gZU8wYp', '6BF0bXbsdujMSMeFZBGcBq']",Battlecry,4y7T04fej3MJ8tAe2FeKD5,0.503,0.917,10,-6.111,1,0.0649,0.00903,0.326,0.162,0.266,119.993,320467
Mephisto's Lullaby,4qS7oSrVKcLRXpOIhfRyGH,Xtortion Audio,4mtNoMN4jglEdAWfrD5N9z,Frightmare,7kfrR68EUh7HhSkXnpOAbb,0.342,0.505,3,-7.941,1,0.0592,0.146,0.654,0.121,0.0339,127.146,200757
Rise of the Immortals,1lsxvmGEjPZRJKiO40K2zJ,Sound Adventures,0YdXfou4dLC8zsOn85D1GL,Nemesis,0EJMZHw1EdKqjVHA3Eph51,0.406,0.885,2,-7.446,0,0.103,0.0162,0.917,0.122,0.213,75.014,196525
Stay Alive,5QpFe4Zc4645Kk4gjD51L3,"['Hidden Citizens', 'REMMI']","['707cnVfI3ISM4j5uzfTc7J', '14eQOEJwQwEFzqlaXuSMjf']",Black Clouds,2UZ4x4kKTpqJZFQBrD0TJE,0.319,0.626,1,-9.681,1,0.0521,0.173,0.0308,0.105,0.092,119.573,250667
Never Back Down,4boaU9XaS1g6U1nV4lEsMl,"['Two Steps from Hell', 'Thomas Bergersen']","['2qvP9yerCZCS0U1gZU8wYp', '6BF0bXbsdujMSMeFZBGcBq']",Battlecry,4y7T04fej3MJ8tAe2FeKD5,0.545,0.709,2,-6.825,0,0.0347,0.461,0.938,0.119,0.165,115.048,175595
Doomsday,5Q45jaRAb0X73jDqyCb2uC,Globus,2SrDoQLTZqsVi8Vg1UdHao,Break from This World,2X9WyElXp1N5zKo5KrctPA,0.445,0.832,2,-5.899,0,0.0474,0.0325,0.0,0.0843,0.4,145.175,216840
Here Comes the King,0q6SjXK02E6Jz9hcy2d4or,X-Ray Dog,4GwtNddbBGWKxaquZyFFJG,"Canis Rex, Vol. 2",3ZAwDuOaoRfoJDms2m5HpC,0.43,0.871,5,-6.855,1,0.116,0.417,0.785,0.177,0.26,159.951,68576
(I Just) Died in Your Arms - Epic Trailer Version,3yLvuPdRKQbVsyNXTiYte7,Hidden Citizens,707cnVfI3ISM4j5uzfTc7J,Reawakenings,1CUCeOtiH3pknijQK7zduV,0.457,0.429,7,-9.757,1,0.0391,0.0435,0.00812,0.116,0.0514,150.011,235600
None Shall Live,6tRXfCfNdcAMICHdQerIuu,"['Two Steps from Hell', 'Thomas Bergersen']","['2qvP9yerCZCS0U1gZU8wYp', '6BF0bXbsdujMSMeFZBGcBq']",Battlecry,4y7T04fej3MJ8tAe2FeKD5,0.465,0.879,2,-6.155,0,0.0534,0.00124,0.831,0.306,0.173,110.028,139982
Such Is Your Destiny,6wR9EBBBU6u7LKYH0mvLR4,"['Glory Oath + Blood', 'Robert Leslie Bennett', 'Generdyn', 'Jaroslav Beck']","['0lkwA8682c7T1ZSnOLe0lf', '61HkEKXp6aQytKWbVBxAwp', '5hapHjhxu0KGpkjz8GGGoO', '2qaihH7C0RAiTnCDHYTkxY']",Live as Lions,6bmJm0fRkXKnPszqdyn7AX,0.262,0.473,9,-11.932,0,0.0414,0.193,0.895,0.105,0.0599,108.889,203595
Hell Shall Perish,6IPlZRt2tHYAzadTuigw4M,Efisio Cross,4AeQ7Pcq0mxxRuKjxDtvCk,The Vanquisher of Death,28i409nBswGZ1ildsiCi7w,0.391,0.744,1,-12.475,1,0.0885,0.309,0.889,0.144,0.37,151.957,260471
Doom,4omilRXXRxIg6aKVgvBzkY,Imagine Music,4SOk9hgrKvDv8pVI1iUZ8L,Supreme,3RZ2YKi63F9RGadtAiZybu,0.291,0.459,2,-13.603,0,0.0494,0.102,0.923,0.0955,0.101,89.882,182833
Angel's Flight,7zTte1M5Ku0GsblNBXucLP,Sound Adventures,0YdXfou4dLC8zsOn85D1GL,Awakening,302AFR5v6b3oK1JkYYNNCY,0.35,0.599,10,-9.724,0,0.0618,0.178,0.567,0.0994,0.0969,119.641,204798
Icarus Rising,3e9iyPIsfnbFhBMZkOpmTn,Aleksandar Dimitrijevic,6zRPnHLutADMg25cuMOEmy,Decade,31OG45OInduta4wOHf5YSS,0.325,0.21,0,-14.842,1,0.0291,0.886,0.963,0.087,0.0391,70.009,155440
No Tomorrow,1FxUEQ5YbCa2kQl3TH6dik,Joseph William Morgan,3iZ86mYR1dGoTWIHFMoT03,Awakening,7LuzLhB2GjSmT3LJrLdnA7,0.376,0.712,6,-8.376,0,0.0475,0.00504,0.966,0.0841,0.0495,81.977,184507
Out of Here,3u7a2c9595rXVuZUEh9a8H,Leprous,4lgrzShsg2FLA89UM2fdO5,Aphelion,1FqPZscG7gDH6utCpoWnkG,0.613,0.406,2,-7.267,0,0.0296,0.786,0.0169,0.0706,0.601,114.981,255689
Raise Your Flag,6XWrR9pUzntzQ9KoDuDqx6,"['Hidden Citizens', 'Rånya']","['707cnVfI3ISM4j5uzfTc7J', '06bnkBtdhuBFhXCDi50LX5']",Aella,7LBRkrHrUOlATxOKjiRJuw,0.329,0.485,5,-6.561,0,0.039,0.272,1.97e-05,0.202,0.146,129.767,221538
New Divide (Epic Trailer Version),5DzwCGF6z2wcQXq1vkrmaJ,"['J2', 'Avery']","['7bKIwE1P5IDeq0NcQC6dHd', '6oYQ2Qr5xbI4HxACaPUYK5']","J2 the Iconic Series, Vol. 8",4FI9EU7NbuCcwrXUZTo0Fd,0.183,0.443,4,-8.041,0,0.0325,0.38,3.66e-05,0.0816,0.258,87.401,174657
Who Will Save You Now,2Qb7LQYOECnFqWGKAQl6eJ,Les Friction,6w3KIJjRhRR0yuABLt68Rz,Who Will Save You Now,4ajWyQFixuNTiVRrpyZUw2,0.218,0.462,10,-9.576,0,0.0557,0.39,6.21e-05,0.0994,0.08,119.976,342500
Nature Girl,7kaWkYSZE4ST4GjqzA0wIw,Cryoshell,65jgj6SqhyQN9TEh5g0Unu,Nature Girl,31nfMrVrlBC1vzAnsuMaII,0.56,0.364,11,-10.966,0,0.031,0.64,0.173,0.103,0.578,77.048,201758
Queen,4E5yceATJgW8Y146rnRWin,"['Hidden Citizens', 'Rånya']","['707cnVfI3ISM4j5uzfTc7J', '06bnkBtdhuBFhXCDi50LX5']",Propago,11SIUfrn8MdSTd33jX5If1,0.6,0.822,1,-3.917,1,0.194,0.273,0.0,0.0864,0.698,155.974,181538
Crazy Train,3zGZphg2lOe868yRIhLZNE,Joseph William Morgan,3iZ86mYR1dGoTWIHFMoT03,Rediscover,4yu6moTbrtfDfTeO57w4RB,0.588,0.526,7,-9.053,1,0.0504,0.0239,0.917,0.0952,0.167,135.05,181344
Dystopia,7qjUe6dPi2dVhkPH5eGIgR,Hi-Finesse,4uOcci6rBym8EVu1RH7XQ5,Dystopia,0sUanZDqtmj4XJnSSZIwHI,0.446,0.539,6,-10.059,0,0.0308,0.0113,0.949,0.114,0.0378,100.969,167522
Kingdom of Three Seas,10IBKUHdG32mBQ30a6gPKK,Gothic Storm,0yJVICreTbBrtXTstg8pE9,Dragons and Kings,1MIDCk8tJokt99w5zrLvFQ,0.361,0.724,8,-12.437,1,0.473,0.249,0.961,0.113,0.188,180.061,127645
Immortalized,7Ag2ayIQrNteKIatjHlLey,"['Hidden Citizens', 'Keeley Bumford']","['707cnVfI3ISM4j5uzfTc7J', '6KnAsHX2TGxxtrh5O7HC8Y']",Black Clouds,2UZ4x4kKTpqJZFQBrD0TJE,0.269,0.429,9,-8.843,0,0.0442,0.394,1.38e-06,0.0738,0.144,129.471,228923
Guardians of the Earth,50cmlxiQmu5uljtVZxCwz7,"['Alex Richstein', 'Phoenix Music']","['1nF1ohtOIdWmBwHQTlUu6Z', '4DxMoDhZXHK0V7oI4teoky']",The First Spirit,4AEpKtnE6nfj5H99xuOXjK,0.508,0.744,0,-10.077,1,0.0544,0.177,0.855,0.131,0.348,125.009,265613
Burn,44P8Qp3p34DQmyyCxr21g1,Astyria,2BgtLzBS8FjGC3P3kLCI76,Alibis,5RgESAaSGm3hzo2UIl0evq,0.411,0.43,1,-10.29,0,0.0322,0.107,0.022,0.0676,0.0375,81.969,254634
Creeping in My Soul - Classical Version,0oQOfVl2P3nRRYuAmKQl89,"['Cryoshell', 'Christine', 'Budapest Art Orchestra']","['65jgj6SqhyQN9TEh5g0Unu', '4MNQFONMmz1jAg2ZzLQt39', '4hKNoxcKhHHk4rljrETvY0']",Creeping in My Soul (Classical Version),0o4VMvldl1H3JpGLN8zobG,0.391,0.412,4,-9.844,0,0.028,0.726,5.38e-06,0.116,0.304,93.858,212790
Darkness,2kd0z1CTx55hNNIg5nJ6Zn,X V I,3BTy6efn1U8Bqo1E0gAlcT,Darkness,4Mhw2O9ZyWup6jm6L6nfA6,0.419,0.632,8,-8.493,0,0.0442,0.44,0.0016,0.125,0.217,84.77,206471
Revelation,7CKhu3ApMaUXPbMDAOcjaJ,Infinitescore,2JldkI3fual43FoAvlqS8V,Revelation,0ulEwQIOm2DqqDXL0IT3EO,0.475,0.917,9,-3.711,0,0.0397,0.0114,0.874,0.0842,0.237,74.993,140800
Dream On,5PcNK22fT1TUtuHQ3NEHI2,Joseph William Morgan,3iZ86mYR1dGoTWIHFMoT03,Recover,0jsLbaKxIvBBsLASZqFNbL,0.202,0.62,1,-5.488,1,0.0396,0.0516,2.15e-06,0.0919,0.123,109.902,163909
Facing the Past,6dBc15iKEhTBqbmFHZD4uM,"['Anne Sophie Versnaeyen', 'Gabriel Saban']","['671urgqEnpU2quOyN9RB6D', '2lgEU996kHhYBlo10vh59G']",Soul Stories 2 (Emotional Orchestral Drama Tracks),12xXd3NM97X0a6PMgAiwKQ,0.413,0.516,0,-9.825,0,0.0328,0.362,0.404,0.0858,0.0908,80.044,159002
Aurora,3RVvXUnzIW7tnkMNlhsisS,PostHaste Music,184c1HwKwkvLu4BiyBtVaY,"This Is Epic Music, Vol. 1",3OIntm3ZcpZgvgP6zQJulg,0.451,0.866,2,-8.604,0,0.0469,0.00181,0.831,0.113,0.145,91.003,132813
Dust in the Wind,3MgcFZQBGHK6QCXiOQheEi,Damned Anthem,3C0PKxcP1f25siYFYiyHa1,Uncovered,13jxD4xgyS7lUwz2xQBWlE,0.327,0.531,2,-6.901,0,0.0385,0.0829,0.0922,0.111,0.0696,81.966,146709
Shadowlands,7tevfmj9mOyyLmgwEFTycQ,Revolt Production Music,5aYAUA8CBgKOAhAmjEg9ra,Evolution,6PncPqiplWDiuItwk6DCOv,0.41,0.609,2,-10.226,1,0.0416,0.00114,0.821,0.107,0.146,100.99,154096
Warrior,1hqi1bWndhxisSENs61ZCT,"['Alexa Ray', 'Randall Jermaine']","['7KRlMHf9err2cWhAiYpkIv', '5fbfAGgGXwH97lu9sMSKbx']",Warrior,6nwPNlxxYOleK1mgnhZn12,0.473,0.4,4,-10.701,0,0.0316,0.00645,0.0296,0.152,0.074,119.972,190151
Nighttime Disguise,2cXtLOiUWyCDebAT65p5cJ,Leprous,4lgrzShsg2FLA89UM2fdO5,Aphelion,1FqPZscG7gDH6utCpoWnkG,0.425,0.48,11,-6.925,0,0.039,0.256,0.0452,0.179,0.0974,135.9,424443
Children of the Gods,1uQZpl8iEKPaIWl8zLbLIt,Damned Anthem,3C0PKxcP1f25siYFYiyHa1,Raising the Damned,7dy1jXdOrGDdLnl2Sge2pm,0.392,0.936,8,-3.899,1,0.0787,2.95e-05,0.919,0.094,0.0508,93.056,142500
Another One Bites the Dust - Epic Trailer Version,700UEnWizRm2pVZ9pDreT5,"['Hidden Citizens', 'JAXSON GAMBLE']","['707cnVfI3ISM4j5uzfTc7J', '4fClmcYOLFAp5rrKUqLHAI']",Reawakenings,1CUCeOtiH3pknijQK7zduV,0.45,0.448,2,-8.998,0,0.0415,0.216,0.00448,0.107,0.149,119.908,195000
Beyond the Bounds of Joy,2gcEzw1WV1WZ0GhKL60FrV,Sound Adventures,0YdXfou4dLC8zsOn85D1GL,Nemesis,0EJMZHw1EdKqjVHA3Eph51,0.53,0.609,7,-8.328,1,0.0316,0.00286,0.937,0.227,0.364,129.948,235309
Castaway Angels,7il399lezGveBfUpkTT4gh,Leprous,4lgrzShsg2FLA89UM2fdO5,Aphelion,1FqPZscG7gDH6utCpoWnkG,0.537,0.425,11,-9.495,0,0.0381,0.387,0.00299,0.101,0.0716,109.007,293168
Raising the Damned,596ryvJrVcmNJdKWNXVBJg,Damned Anthem,3C0PKxcP1f25siYFYiyHa1,Raising the Damned,7dy1jXdOrGDdLnl2Sge2pm,0.42,0.888,7,-3.992,1,0.0899,0.00679,0.734,0.277,0.0778,95.007,147474
Blood Moon,1H56ZsNghX2mbWDeCpthUs,Dos Brains,2m1jyLK9kufk4DasfhR0Qa,A World Of Color,3nuJOpLYdE1FGdc3BmFIL4,0.238,0.832,2,-9.455,1,0.0453,0.17,0.956,0.109,0.15,110.995,444330
Kingdom Come,4nFkU7sweYgReDsUzijEb1,Astyria,2BgtLzBS8FjGC3P3kLCI76,Alibis,5RgESAaSGm3hzo2UIl0evq,0.281,0.53,9,-9.085,0,0.0449,0.149,0.0585,0.0961,0.0736,140.189,274714
Bilateral,2IYwEjP3M8SrywWhfEWmPB,Leprous,4lgrzShsg2FLA89UM2fdO5,Bilateral,6BA8AsaJWZ4HfoaDZC67tZ,0.449,0.913,1,-4.805,1,0.0405,0.000928,5.96e-05,0.0597,0.285,86.549,240160
Scars,5IUJR8YrITi9gvUqW5MlrB,Boy Epic,4AUPm9yTN47XYKXCJigth8,Scars,5kDGxRBlSIEkmOVYdX0SJW,0.483,0.691,2,-7.93,0,0.0694,0.029,5.36e-05,0.366,0.242,130.029,243667
Conquer the Fall,6GFw2lhnb3RhL4P9pLDx1v,Joseph William Morgan,3iZ86mYR1dGoTWIHFMoT03,Awakening,7LuzLhB2GjSmT3LJrLdnA7,0.388,0.739,4,-7.73,0,0.0478,0.00197,0.901,0.114,0.194,136.0,220853
Darkness Inside,1Hgc4l8Y3NpgSrBhQVZcTk,Astyria,2BgtLzBS8FjGC3P3kLCI76,Alibis,5RgESAaSGm3hzo2UIl0evq,0.552,0.531,10,-9.52,0,0.0401,0.44,0.568,0.0906,0.215,74.984,248800
Lux Imperia,6ARZUPfNI7rFma7yKQwapQ,Iván Torrent,3C6hf9ZIza3e2f2Q3XwfcO,Immortalys,2duESsLbpGVnrK2f5CIqJz,0.289,0.596,11,-13.695,0,0.0419,0.0188,0.895,0.102,0.0695,157.948,258000
Paint It Black,77LIARgUVcQwFRxJQ8rqxE,Sebastian Böhm,3Y3rZzomzJnLjgCAQxN0cb,Paint It Black,1Kq4LvJgU2dM5dN7uAlEbo,0.259,0.844,1,-6.289,0,0.0794,0.0355,0.071,0.0989,0.0766,80.0,202378
Somewhere Over the Rainbow,4klxn8fYi5yQgyhYGGJR0l,"['Joseph William Morgan', 'Shadow Royale']","['3iZ86mYR1dGoTWIHFMoT03', '5PVFo0PXAkql8dcoPrOXTD']",Run for Cover,7cNiZSv4B569EBztcQaQxx,0.0956,0.489,6,-9.033,0,0.052,0.0478,0.195,0.124,0.196,75.466,172840
Weight of Everything,1Z7ZDi6gVhsSux2EWYxgwd,"['ill Factor', 'Katie Garfield']","['6fMQrRpWuirgOJQWFFO39g', '20D6Jrpn4bZvOBq63Jisfx']",Weight of Everything,5AcsInHSw1yXKg5iu6IHzY,0.534,0.591,7,-8.672,0,0.0297,0.0835,0.39,0.258,0.123,144.058,248750
Ashes,5pOY9SWWZAHcANumR9CkEL,Endway,71H9VGRKdyCGpiMpz02mjX,Ashes,01vSUDxOQnmm2WxeD0CsHc,0.371,0.615,7,-7.983,0,0.04,0.233,0.0,0.213,0.0637,139.968,164571
Rien ne se perd jamais,1M7QWS0TB8yMyVX2sSZIVx,"['Puy du Fou', 'Nathan Stornetta']","['5JsH5ZLrJXUjhonlxnhFb4', '7wEIfjjvLYNiKhM9IqGg0u']",Le dernier panache,0wfqj0VoRiUrE6GhA5mI8h,0.239,0.592,0,-10.217,0,0.0432,0.246,0.734,0.0849,0.0706,141.89,234947
Beyond the Horizon,4IMb5hycmyoHvIs6WD3QOt,Kári Sigurðsson,5bSyD8Q09Y4e08czSCfpma,Beyond the Horizon,6oadAalZc41JzAMv7XaRQB,0.494,0.623,2,-6.234,0,0.0262,0.00094,0.706,0.0949,0.179,80.005,224467
A Legacy Uncovered,6jyff5pywoegJ34ZLbPPSW,Icon,3uR1DCAmHqyectkYX5HpRT,Dawning Promises,6zZhn9XSPAKBMNn0rnnhJM,0.223,0.417,1,-10.799,1,0.0385,0.329,0.745,0.118,0.0873,85.823,148605
Leviathan,4kjaFcMS86EfUzyG0P2Iqo,Rumble Head,27TkZdQovhywoLlxppv5s8,Avalanche,0uETZvsVPo9SmCHwztq3Uy,0.23,0.644,7,-6.062,0,0.0427,0.000195,0.906,0.0807,0.0887,140.013,144960
Back in Black,2OgOIou518jP56b4hjW8Oh,Damned Anthem,3C0PKxcP1f25siYFYiyHa1,Unearthed,3h8tYvc6niNjKXVAaVc9oN,0.473,0.858,2,-5.575,1,0.0757,7.65e-05,0.954,0.0827,0.195,90.058,171573
Up Down,7yZg4YIEj8SZdOC2WElF0E,Boy Epic,4AUPm9yTN47XYKXCJigth8,Up Down,4ga7oj8Cjt9mkDYPOIrN9v,0.555,0.761,0,-6.635,1,0.0413,0.0085,0.000625,0.108,0.207,119.944,212331
Memory,1LBqfhcgcrTKuGyqOdLseO,Joseph William Morgan,3iZ86mYR1dGoTWIHFMoT03,Rediscover,4yu6moTbrtfDfTeO57w4RB,0.147,0.344,5,-8.895,0,0.0388,0.167,0.0164,0.103,0.141,78.824,206912
